Hospital_ID,Hospital_Name,Address,City,State,Zip_Code,Bed_Count,Hospital_Type,Rating,Accreditation,Phone
HOSP00722,Regional Medical Center,2159 Oak Ave,New York,IL,87825,1000,Trauma Center,2.7,Joint Commission,(427) 396-1741
HOSP00723,Mercy Hospital,7702 Park St,New York,OH,80200,446,Rehabilitation,2.2,None,(944) 910-5774
HOSP00724,Regional Medical Center,9995 Main Ave,,VA,46405,811,Psychiatric,2.0,,(558) 209-8966
HOSP00725,Mercy Hospital,1821 Oak St,Dallas,GA,48740,788,Community,3.7,JCI,(451) 889-6698
HOSP00726,ST. MARY MEDICAL CENTER ,9513 Oak Ave,New York,TX,,231,Teaching,2.5,,(455) 747-8711
HOSP00727,Metro Medical Center,7891 Elm Ave,Houston,WA ,29202,611,Psychiatric,1.5,DNV,(741) 893-4894
HOSP00728,Community Hospital,2456 Park Ave,Houston,VA,31028,,Community,2.2,JCI,(398) 568-1357
HOSP00729,Mercy Hospital,7935 Main St,Houston,CA,,1013,Community,1.5,DNV,(876) 460-7618
HOSP00730,City Health Clinic,1943 Elm St,Los Angeles,NJ,75581,622,Community,4.9,None,(247) 980-6766
HOSP00731,St. Mary Medical Center,2908 Hill St,Houston,IL,45763,1116,Rehabilitation,3.2,,(468) 642-9029
HOSP00732,,8988 Hill Ave,Houston,,69547,521,Community,2.7,CARF,(239) 227-8013
HOSP00733,Regional Medical Center,8977 Park Ave,Dallas,CA,80005,658,Community,1.1,CARF,(451) 924-2967
HOSP00734,St. Mary Medical Center,2822 Oak Ave,Chicago,NJ,52592,457,Psychiatric,4.9,None,(509) 836-5721
HOSP00735,General Hospital,9289 Oak Ave,,MA,73486,65,Rehabilitation,2.0,None,(974) 248-7494
HOSP00736,Valley View Hospital,5197 Lake Ave,Los Angeles,MI,37593,,Trauma Center,2.1,Joint Commission,(323) 413-4699
HOSP00737,Sunrise Medical ,1127 Park St,Los Angeles,PA,27315,559,Teaching,2.2,Joint Commission,(301) 874-7280
HOSP00738,Mercy Hospital,1161 Elm St,Los Angeles,VA,35029,114,Community,1.6,CARF,(955) 839-2616
HOSP00739,Sunrise Medical,3253 Lake St,Houston,NY,41653,889,Specialty,4.0,joint commission,(693) 627-5055
HOSP00740,Regional Medical Center,7880 Lake St,Phoenix,FL,17388,625,,3.6,DNV,
HOSP00741,CITY HEALTH CLINIC ,2417 Oak Ave,Houston,NC,91691,559,Psychiatric,2.6,None,(783) 539-1609
HOSP00742,,75 Park St,Dallas,VA,38828,748,Specialty ,3.4,CARF,(997) 116-7450
HOSP00743,Regional Medical Center,238 Park St,,,22596,271,Specialty,4.2,Joint Commission,
HOSP00744,Mercy Hospital,7683 Park Ave,Phoenix,NC,90258,866,General,4.4,,(525) 304-4105
HOSP00745,Regional Medical Center,7280 Elm St,New York,WA,14593,287,Specialty ,1.4,,
HOSP00746,Sunrise Medical,8572 Main St,Houston,FL,76790,839,Teaching,1.4,,(204) 479-4510
HOSP00747,General Hospital,6293 Hill St,New York,NC,86636,1136,Specialty,3.3,,(793) 949-9077
HOSP00748,City Health Clinic,720 Elm St,,VA,66422,251,Psychiatric,4.6,None,(347) 462-9869
HOSP00749,Community Hospital,7150 Park St,Dallas,CA,71853,799,Teaching,3.0,Joint Commission,(881) 802-9330
HOSP00750,City Health Clinic,1464 Oak Ave,Phoenix,OH,88348,607,Specialty,2.7,Joint Commission,(638) 465-1542
HOSP00751,City Health Clinic,2698 Oak St,New York,IL,76757,344,Specialty,3.6,None,(949) 735-5991
HOSP00752,Metro Medical Center,497 Park Ave,,NY,80370,495,Specialty,1.2,None,(439) 246-3838
HOSP00753,Valley View Hospital,2612 Park Ave,New York,GA,79924,1014,Teaching,4.7,None,(271) 197-5921
HOSP00754,Sunrise Medical,8036 Elm Ave,Chicago,GA,91876,703,Trauma Center,,JCI,(660) 463-1198
HOSP00755,City Health Clinic,2193 Elm St,Houston,GA,39619,158,Rehabilitation,4.6,,(435) 899-9267
HOSP00756,Metro Medical Center,4791 Main Ave,New York,,92712,288,Psychiatric,2.2,,(391) 394-1068
HOSP00757,Mercy Hospital,5627 Hill St,New York,NY,55326,313,Specialty,4.3,CARF,(390) 412-7954
HOSP00758,Regional Medical Center,5442 Lake Ave,Chicago,FL,59857,699,General,4.8,Joint Commission,(258) 483-4848
HOSP00759,Mercy Hospital,6741 Lake St,Los Angeles,PA,82050,1080,Rehabilitation,1.3,None,(374) 474-6126
HOSP00760,Sunrise Medical,936 Hill St,Dallas,NC,73155,352,Rehabilitation,2.4,JCI,(675) 791-2258
HOSP00761,General Hospital,1797 Elm St,Dallas,AZ,28140,,Teaching,3.0,DNV,(820) 648-8527
HOSP00762,General Hospital,6713 Oak Ave,Phoenix,IL,,561,Psychiatric,1.2,CARF,(705) 320-7111
HOSP00763,Lakeside Health,4245 Park St,Houston,NC,42151,1165,Psychiatric,1.2,JCI,(789) 637-6965
HOSP00764,General Hospital,4351 Lake St,Dallas,CA,89540,888,Teaching,3.8,DNV,(935) 916-4689
HOSP00765,General Hospital,545 Main St,Chicago,IL,18122,1025,,1.8,,(637) 172-4965
HOSP00766,Regional Medical Center ,2889 Main Ave,Los Angeles ,PA,83787,1017,Community,4.6,CARF,(374) 461-9437
HOSP00767,Mercy Hospital,9356 Main Ave,Dallas,NC,31392,254,Community,2.4,joint commission,(750) 142-1741
HOSP00768,Valley View Hospital,5000 Oak Ave,Chicago,MA,69492,800,General,4.6,,(721) 264-1164
HOSP00769,Sunrise Medical,7389 Park St,Dallas,OH,71028,641,Teaching,4.7,CARF,(542) 246-9769
HOSP00770,Mercy Hospital,1020 Main Ave,Chicago,MA,67928,479,Trauma Center ,4.6,,(375) 699-1466
HOSP00771,Valley View Hospital,50 Park St,New York,TX,38379,219,Teaching,2.6,JCI,
HOSP00772,Valley View Hospital,3416 Main Ave,New York,GA,28556,920,Teaching,2.6,joint commission,(925) 845-1175
HOSP00773,Sunrise Medical,8785 Oak St,Phoenix,CA,25640,353,Rehabilitation,4.7,,(358) 761-5880
HOSP00774,General Hospital,6818 Elm St,Los Angeles,GA,82624,779,Rehabilitation,4.1,,(839) 101-1637
HOSP00775,Community Hospital,6906 Elm St,Phoenix,OH,17124,379,Teaching,2.3,Joint Commission,(617) 646-8342
HOSP00776,Metro Medical Center,1143 Oak St,Houston,NC,27915,265,Trauma Center,4.9,JCI,(572) 329-8198
HOSP00777,City Health Clinic,8554 Oak Ave,Dallas,GA,64102,1140,Community,3.0,DNV,
HOSP00778,,4694 Lake Ave,Chicago,PA,56161,545,Teaching,1.3,None,(771) 833-4832
HOSP00779,Valley View Hospital ,3634 Main St,Dallas,OH,91053,300,Trauma Center,1.4,,(657) 684-6679
HOSP00780,,6349 Main St,New York,,57948,438,General,,,(329) 774-9692
HOSP00781,ST. MARY MEDICAL CENTER,4672 Hill Ave,Chicago,MA,11749,940,Teaching ,2.6,None,(336) 373-4519
HOSP00782,Metro Medical Center,5414 Hill Ave,New York ,OH,38635,472,Specialty,3.3,DNV ,(396) 652-7631
HOSP00783,Lakeside Health,4587 Hill St,,NC,85318,943,Community,3.5,CARF,(366) 528-6989
HOSP00784,General Hospital,7508 Elm Ave,Dallas,NC,91238,236,Psychiatric,3.2,Joint Commission,(567) 724-5988
HOSP00785,Lakeside Health ,3623 Oak St,Los Angeles,GA,70647,885,,2.6,None,
HOSP00786,Valley View Hospital,9678 Lake Ave,New York,,94726,,Specialty ,2.1,,(966) 354-8431
HOSP00787,Sunrise Medical,9974 Hill Ave,,AZ,65337,1048,Specialty,3.5,CARF,(752) 434-1646
HOSP00788,Regional Medical Center,2915 Main St,Houston,IL ,98739,528,General,2.0,,(808) 321-1450
HOSP00789,Lakeside Health,5314 Hill Ave,Houston,OH,93992,421,Community,2.8,DNV,(992) 919-1628
HOSP00790,Community Hospital,4435 Oak St,,PA,60307,479,,2.7,,(727) 881-6811
HOSP00791,Lakeside Health,397 Oak Ave,Chicago,MA,17189,467,Specialty,4.8,CARF,(970) 563-2550
HOSP00792,Regional Medical Center,7151 Hill Ave,Dallas,IL,14184,211,Trauma Center,4.7,joint commission,(833) 128-1550
HOSP00793,Regional Medical Center,7805 Lake St,Dallas,,71901,964,General ,3.3,Joint Commission,(916) 245-6954
HOSP00794,Metro Medical Center,4824 Oak Ave,New York,NC,23201,100,Rehabilitation,4.8,,(455) 340-1049
HOSP00795,Community Hospital,1695 Park Ave,,GA,21431,615,Rehabilitation,1.5,joint commission,(234) 207-4549
HOSP00796,Sunrise Medical,4415 Lake Ave,Phoenix ,VA,32295,1061,,1.2,JCI,(693) 991-7263
HOSP00797,Sunrise Medical,6249 Hill St,Dallas,NC,96968,670,Teaching,3.8,CARF,(481) 428-3352
HOSP00798,Community Hospital,853 Lake St,Chicago,VA,26307,178,Specialty,2.5,CARF,(725) 150-2196
HOSP00799,Regional Medical Center,1030 Main Ave,Los Angeles,MA,60502,476,General,3.1,,(859) 853-3484
HOSP00800,Community Hospital,1843 Lake Ave,Houston,IL,21828,224,General,1.8,,(893) 131-6627
HOSP00801,,2422 Lake Ave,Dallas,IL ,22175,1157,,2.6,,(942) 160-1280
HOSP00802,Community Hospital,1939 Hill St,New York,MI,13359,477,Trauma Center,3.1,CARF,(344) 610-5028
HOSP00803,Mercy Hospital,9064 Lake Ave,Chicago,MA,10393,273,Community,4.2,,(760) 158-6010
HOSP00804,Community Hospital,8261 Park Ave,Houston,VA,86561,965,Rehabilitation,4.1,DNV,(806) 364-8362
HOSP00805,Metro Medical Center,5867 Main Ave,Los Angeles,,81462,897,Trauma Center,1.4,JCI,(693) 719-7489
HOSP00806,Sunrise Medical,4788 Elm Ave,,IL,10234,697,General,3.1,,(242) 854-7283
HOSP00807,Community Hospital,8312 Oak Ave,Phoenix,WA,62093,1104,Specialty,3.4,joint commission,(455) 941-5700
HOSP00808,Regional Medical Center,4156 Lake St,Houston ,FL,66866,112,,3.3,DNV,(271) 692-3064
HOSP00809,Valley View Hospital,8771 Hill Ave,Phoenix,PA,,835,Trauma Center,2.9,DNV,(521) 274-5220
HOSP00810,City Health Clinic,9917 Hill St,,WA,63760,643,Psychiatric,2.1,joint commission,(856) 995-6689
HOSP00811,Regional Medical Center,1081 Lake St,Los Angeles,NJ,41717,,Trauma Center,1.2,None,(990) 459-4615
HOSP00812,Community Hospital,3941 Oak Ave,Los Angeles,PA,65887,280,Psychiatric,2.7,None,(322) 555-6828
HOSP00813,City Health Clinic,2622 Main Ave,Chicago,GA,64122,168,Trauma Center,2.7,,(963) 996-3556
HOSP00814,Community Hospital,6444 Hill St,Los Angeles,NY,32503,926,Teaching,2.1,joint commission,(393) 813-6159
HOSP00815,Valley View Hospital,7234 Main St,,,75409,397,General,3.7,None,(746) 169-6896
HOSP00816,Metro Medical Center,7768 Park St,Houston,,62046,1053,Community,4.2,DNV,(286) 648-4119
HOSP00817,General Hospital,4402 Main St,New York,MA,12210,873,General,1.0,,(510) 636-6904
HOSP00818,,2674 Lake St,Phoenix,PA,82538,500,Specialty,2.9,joint commission,(990) 861-2058
HOSP00819,Valley View Hospital,2567 Lake St,Houston,WA,64642,406,Teaching,4.6,joint commission,(417) 689-8676
HOSP00820,City Health Clinic,914 Lake Ave,New York,IL,63345,997,Rehabilitation,1.1,None,(687) 583-3611
HOSP00821,Sunrise Medical,278 Park Ave,Los Angeles,TX,95830,563,Specialty,2.2,DNV,(749) 588-2209
HOSP00822,Regional Medical Center ,8580 Oak Ave,Houston,NJ,67259,198,Rehabilitation,1.2,None,(886) 403-1076
HOSP00823,Metro Medical Center,1126 Park St,Chicago,NY,76535,,Specialty,3.7,,(559) 191-4967
HOSP00824,Mercy Hospital,7834 Park St,New York,NC,35483,911,Specialty,1.1,JCI,(585) 835-3647
HOSP00825,Regional Medical Center,8426 Oak St,Dallas,IL,35435,55,General,4.3,None,(646) 883-5014
HOSP00826,St. Mary Medical Center,3232 Hill St,Los Angeles,VA,10414,469,Psychiatric,1.6,DNV,(595) 742-4667
HOSP00827,Metro Medical Center,7063 Park St,Dallas,GA,50020,204,Rehabilitation,N/A,Joint Commission ,(248) 203-1164
HOSP00828,Sunrise Medical,5333 Elm Ave,Los Angeles,NJ,68702,162,Psychiatric,3.7, ,(461) 461-9694
HOSP00829,Valley View Hospital,4906 Elm St,Phoenix,NC,12856,990,Community ,4.7,DNV,(623) 891-5443
HOSP00830,Metro Medical Center ,5261 Park Ave,Houston,VA,63646,588,General,2.6,Joint Commission,(400) 595-7747
HOSP00831,City Health Clinic,8676 Elm St,Phoenix,MA,62916,677,Specialty,3.6,,(228) 824-6684
HOSP00832,Lakeside Health,1081 Oak Ave,Chicago,NJ,24875,1023,Community,2.7,joint commission,(288) 302-6831
HOSP00833,Mercy Hospital,5462 Lake Ave,Los Angeles,MA,43799,1182,Trauma Center,1.5,None,(312) 759-2135
HOSP00834,Lakeside Health,6981 Hill St,,FL,17592,301,Psychiatric,2.8,None,(428) 899-4192
HOSP00835,General Hospital,9795 Main Ave,New York,CA,38228,812,Specialty,1.5,JCI,(570) 860-1624
HOSP00836,,641 Park St,Dallas,OH,22453,335,General,4.8,joint commission,(351) 830-1988
HOSP00837,City Health Clinic,1967 Park Ave,Phoenix,IL,56099,1092,Teaching,2.1,DNV,(639) 702-1275
HOSP00838,Valley View Hospital,5590 Main Ave,Houston,,53616,,Psychiatric,3.6,DNV,(841) 806-3517
HOSP00839,Mercy Hospital,5210 Oak Ave,New York,NC,20100,807,Community,n/a,JCI,(808) 452-5909
HOSP00840,Metro Medical Center,8897 Oak St,Chicago,OH,74550,897,Psychiatric,4.0,joint commission,(554) 847-7900
HOSP00841,REGIONAL MEDICAL CENTER,3803 Hill St,New York,TX,51434,378,Trauma Center,2.2,joint commission,(472) 584-2720
HOSP00842,Valley View Hospital,4734 Oak Ave,Dallas,NC,28510,1062,Rehabilitation,1.6,JCI,(850) 642-3449
HOSP00843,Mercy Hospital,4510 Oak St,Houston,VA,23365,521,Psychiatric,1.3,JCI,(535) 592-8873
HOSP00844,Valley View Hospital,9483 Hill St,,VA,25720,1014,Community,1.2,CARF,(280) 228-5101
HOSP00845,St. Mary Medical Center ,6184 Elm Ave,Houston,PA,47543,738,Rehabilitation,3.1,joint commission,(382) 375-6769
HOSP00846,Community Hospital,9705 Elm Ave,Dallas,FL,61056,266,Trauma Center,1.1,,(527) 129-5890
HOSP00847,Lakeside Health,9121 Lake St,Chicago,GA,11317,709,Rehabilitation,1.1,DNV,(863) 693-8217
HOSP00848,Sunrise Medical,2128 Hill St,New York,NY,99837,876,Rehabilitation,4.3,,(516) 374-1092
HOSP00849,Mercy Hospital,5187 Lake St,Los Angeles,VA ,82213,434,General,2.4,,(788) 737-7139
HOSP00850,Sunrise Medical,3449 Main Ave,Los Angeles,VA,77127,897,General,2.2,CARF,(454) 889-4283
HOSP00851,General Hospital,1498 Oak Ave,Houston,MA,29622,886,Specialty,4.2,joint commission,(450) 164-9090
HOSP00852,Mercy Hospital,7520 Hill Ave,New York,WA,31515,571,Trauma Center,1.7,,(675) 281-2555
HOSP00853,Metro Medical Center,5336 Lake Ave,Phoenix,CA,11637,416,Rehabilitation,3.5,,
HOSP00854,St. Mary Medical Center,140 Lake St,Chicago,OH,97616,1101,,4.7,joint commission,(543) 558-2803
HOSP00855,,6617 Hill St,Chicago,NC,65245,227,Community,3.6,DNV,(639) 686-7592
HOSP00856,Mercy Hospital,3158 Elm Ave,New York,OH,79106,536,Trauma Center,N/A,Joint Commission,
HOSP00857,City Health Clinic,1050 Oak Ave,Dallas,PA,75455,193,Trauma Center,2.4,JCI,(564) 922-8206
HOSP00858,Lakeside Health,4720 Elm St,Dallas ,IL,46160,1146,Specialty,1.9,joint commission,
HOSP00859,Metro Medical Center,6600 Main St,Los Angeles,,51873,449,Psychiatric,3.7,CARF,(785) 963-5967
HOSP00860,,516 Hill Ave,Dallas,AZ,12649,1023,Trauma Center,4.8,CARF,(574) 460-2341
HOSP00861,Lakeside Health,5756 Elm St,New York,OH,99563,731,Teaching,4.6,CARF,(501) 535-6190
HOSP00862,,2163 Elm Ave,Los Angeles,IL,81084,555,,1.4,,(259) 297-7345
HOSP00863,General Hospital,7739 Elm St,Los Angeles,NJ,18242,396,General,2.2,None,(702) 264-8333
HOSP00864,Metro Medical Center,1384 Lake Ave,Chicago,CA ,85482,244,General,2.1,Joint Commission,(738) 934-7001
HOSP00865,Metro Medical Center,9919 Park St,Los Angeles,IL,17082,1009,Rehabilitation,1.9,,(688) 256-8951
HOSP00866,LAKESIDE HEALTH,2774 Park Ave,Dallas,IL,65153,1057,Community,2.3,joint commission,(560) 124-1757
HOSP00867,Mercy Hospital,7504 Elm St,Phoenix,CA,12315,1163,Community,3.0,joint commission,(905) 990-4613
HOSP00868,Lakeside Health,715 Main St,Dallas,WA,18052,1027,Rehabilitation,3.2,DNV,(484) 990-6924
HOSP00869,City Health Clinic,5752 Lake St,Dallas,,16673,867,Psychiatric,1.7,DNV,(848) 594-4758
HOSP00870,,2430 Lake St,New York,MA,88686,,Psychiatric,2.3,None,(525) 829-3692
HOSP00871,Valley View Hospital,6461 Lake St,Dallas,TX,10135,467,Trauma Center,4.4,JCI,(877) 897-1538
HOSP00872,Regional Medical Center,4461 Oak Ave,Houston,OH,56448,1170,Specialty,1.1,CARF,(409) 944-4877
HOSP00873,Regional Medical Center,1923 Lake Ave,Los Angeles,OH,14835,67,,3.3,CARF,(356) 696-1169
HOSP00874,Metro Medical Center,988 Lake St,Houston,NY,75164,805,Specialty,3.0,,(529) 449-1430
HOSP00875,City Health Clinic,7141 Hill Ave,Dallas,PA,11775,1145,,1.2,None,(738) 925-3464
HOSP00876,General Hospital,2127 Hill St,,NC,41969,528,,1.5,JCI,(236) 507-4316
HOSP00877,Metro Medical Center,3582 Park Ave,Chicago,NJ,33388,250,,2.8,joint commission ,(924) 192-3297
HOSP00878,Valley View Hospital,1583 Main Ave,,GA,70749,320,Rehabilitation,N/A,joint commission,(259) 645-9624
HOSP00879,Valley View Hospital,1257 Hill Ave,New York,NC,41560,1191,General,2.3,joint commission,(664) 415-5295
HOSP00880,Community Hospital,5338 Lake Ave,Phoenix,NJ,48529,617,Community,3.1,None,(375) 752-8200
HOSP00881,General Hospital,7671 Park Ave,Dallas,MA,64967,936,Rehabilitation,3.3,Joint Commission,(762) 343-8093
HOSP00882,Lakeside Health,8352 Elm St,New York,IL,10629,360,General,2.1,CARF,(345) 758-7807
HOSP00883,City Health Clinic,9107 Park Ave,Houston,CA,72925,358,Teaching,4.3,JCI,(850) 699-8858
HOSP00884,Mercy Hospital,2739 Lake Ave,Dallas ,OH,70662,286,Trauma Center,3.1,JCI,(946) 440-5849
HOSP00885,General Hospital,2648 Hill Ave,New York,NC,78102,786,Psychiatric,3.0,,
HOSP00886,Valley View Hospital,7554 Lake Ave,New York,IL,99410,617,Teaching,2.1,Joint Commission,(783) 880-5405
HOSP00887,Lakeside Health,2458 Lake St,Dallas,OH,51629,1055,Trauma Center,2.5,None,(755) 580-5382
HOSP00888,Regional Medical Center,7232 Hill St,Dallas,FL,42057,626,,3.1,joint commission,(265) 964-1461
HOSP00889,Valley View Hospital,3400 Park St,Phoenix,GA,77989,760,Community,2.5,,(692) 511-1643
HOSP00890,Regional Medical Center,7571 Elm Ave,,TX,19952,845,General,3.3,Joint Commission,(569) 528-7689
HOSP00891,Metro Medical Center,2732 Oak Ave,Phoenix,CA,26594,463,Psychiatric,4.3,DNV,(828) 315-4850
HOSP00892,Community Hospital,6119 Hill Ave,Chicago ,,35861,311,Teaching,1.4,CARF,(293) 245-4686
HOSP00893,City Health Clinic,3200 Elm Ave,Phoenix,CA,38848,688,General,3.0,Joint Commission ,(735) 484-6266
HOSP00894,General Hospital,9998 Park Ave,,CA,88332,773,Teaching ,3.1,DNV,(848) 869-1180
HOSP00895,General Hospital,3306 Elm Ave,Dallas,VA,94468,365,Psychiatric,4.2,Joint Commission,(859) 320-9451
HOSP00896,General Hospital,8028 Park St,Los Angeles,FL,53052,608,Trauma Center,2.1,JCI,(878) 934-9366
HOSP00897,City Health Clinic,4048 Oak Ave,Los Angeles,NJ,30360,818,Psychiatric,4.9,,(781) 238-5121
HOSP00898,Sunrise Medical,3615 Oak St,Chicago,FL,77712,253,General,1.6,DNV,(244) 421-5621
HOSP00899,St. Mary Medical Center,3379 Lake Ave,Houston,IL,43976,197,Trauma Center,1.2,DNV,(700) 916-5753
HOSP00900,General Hospital,1320 Lake St,New York,,51906,583,Rehabilitation,4.0,CARF,(366) 896-4790
HOSP00901,City Health Clinic,6734 Park St,Phoenix,CA,63960,743,Rehabilitation,3.8,CARF,(806) 416-5765
HOSP00902,City Health Clinic,6023 Oak Ave,Los Angeles,PA,78986,229,Psychiatric,4.4,CARF,(207) 783-1586
HOSP00903,Lakeside Health,8516 Lake Ave,New York,NC,76294,1116,Trauma Center,5.0,,(871) 914-9675
HOSP00904,Metro Medical Center,4817 Oak St,Houston,MI,34987,839,Teaching,2.5,,(399) 657-2806
HOSP00905,Sunrise Medical,6500 Lake St,Los Angeles,GA,29945,,Specialty,1.2,joint commission,(886) 476-3861
HOSP00906,Metro Medical Center,4589 Hill St,Chicago,GA,98245,828,Psychiatric,4.1,,(860) 217-1383
HOSP00907,General Hospital,4726 Lake St,Houston,OH,34386,615,,1.5,CARF,(572) 471-1082
HOSP00908,Valley View Hospital ,4176 Oak St,New York,MI,40167,720,Rehabilitation,1.1,None,(981) 237-8900
HOSP00909,City Health Clinic,403 Elm St,New York,NY,94208,573,Psychiatric ,3.8,,(955) 402-1463
HOSP00910,City Health Clinic,6642 Main Ave,Dallas,GA,66358,187,,4.8,joint commission,(653) 370-7865
HOSP00911,Sunrise Medical,6216 Park Ave,,NC,28551,,Community,4.6,DNV,(603) 460-9531
HOSP00912,Regional Medical Center,6505 Park Ave,Los Angeles,MI,73378,,,1.2,None,(453) 187-1567
HOSP00913,Regional Medical Center,9316 Elm St,Phoenix,TX,64174,791,Trauma Center,2.5,CARF,(571) 289-1059
HOSP00914,Regional Medical Center,4068 Park St,Chicago,TX,30222,794,Community,N/A,joint commission ,(903) 955-8511
HOSP00915,Regional Medical Center,9477 Lake Ave,Chicago,WA,18456,744,Community,3.4,joint commission,(928) 280-1232
HOSP00916,Mercy Hospital,552 Lake Ave,New York,PA,23565,755,Psychiatric,4.7,JCI,(863) 110-8086
HOSP00917,Community Hospital ,9681 Main St,New York,AZ,70508,1159,Psychiatric,,Joint Commission,(592) 575-7603
HOSP00918,,4921 Hill Ave,Dallas,AZ,34497,670,Teaching,1.5,CARF,(754) 567-7947
HOSP00919,Lakeside Health,450 Main Ave,Phoenix,WA,51445,,Rehabilitation,2.8,CARF,(702) 412-8041
HOSP00920,General Hospital ,7727 Park Ave,Houston,NJ,81400,188,,1.4,None,(497) 442-2748
HOSP00921,City Health Clinic,7002 Hill Ave,,,61257,710,Trauma Center,4.8,CARF,(783) 983-9144
HOSP00922,Mercy Hospital,6597 Elm Ave,New York,PA,87889,1096,Psychiatric,4.2,JCI,(863) 383-4148
HOSP00923,Lakeside Health,3534 Lake Ave,Chicago,PA ,75798,112,Specialty,1.2,None,(899) 213-8666
HOSP00924,Regional Medical Center,5258 Main St,Chicago,CA,20819,201,,2.8,,(868) 696-9851
HOSP00925,Community Hospital,9733 Lake Ave,Dallas,VA,37918,1140,Community,1.2,JCI,(386) 890-1841
HOSP00926,Metro Medical Center,8071 Oak Ave,Houston,NC,11026,926,Rehabilitation,1.2,joint commission,(929) 582-9762
HOSP00927,Lakeside Health,9214 Oak Ave,Dallas,IL,43368,876,Teaching,1.3,CARF,(449) 148-9018
HOSP00928,Regional Medical Center,9899 Lake St,New York,FL,67044,937,Trauma Center,4.5,JCI,(747) 737-7610
HOSP00929,Regional Medical Center,2392 Elm Ave,Houston,MA,65737,779,,3.9,joint commission,(610) 731-1252
HOSP00930,Mercy Hospital,512 Main Ave,Dallas,AZ,97453,786,Psychiatric,3.4,,(644) 343-4322
HOSP00931,City Health Clinic,6763 Lake St,Phoenix,NJ,72997,1158,Psychiatric,4.8,DNV,(407) 746-1058
HOSP00932,Metro Medical Center,7996 Hill Ave,Chicago,WA,43921,876,Trauma Center,3.0,CARF,(406) 645-1206
HOSP00933,Regional Medical Center,587 Oak Ave,Houston,PA,31040,170,General,4.9,DNV,(908) 556-5044
HOSP00934,St. Mary Medical Center,7178 Oak St,Los Angeles,WA,81788,351,Community,4.6,CARF,(468) 753-3096
HOSP00935,,5743 Park Ave,New York,OH,87908,781,Psychiatric,4.3,Joint Commission,(848) 374-2619
HOSP00936,General Hospital,4364 Hill Ave,Los Angeles,GA,21428,724,General,2.0,,(857) 152-1931
HOSP00937,St. Mary Medical Center,521 Oak Ave,Chicago,FL,73470,1019,Psychiatric,4.8,DNV,(367) 312-9991
HOSP00938,Sunrise Medical,2087 Main St,Chicago,CA,62170,106,Rehabilitation,3.6,DNV,(489) 350-9991
HOSP00939,Lakeside Health,7072 Main St,Los Angeles,MA,30047,887,Trauma Center,2.4,Joint Commission,(215) 292-5747
HOSP00940,St. Mary Medical Center,5789 Lake St,Chicago,,,308,Teaching,4.6,,(906) 259-9895
HOSP00941,General Hospital,6595 Main Ave,New York,NC,81503,1032,Specialty,1.2,CARF,(255) 120-4998
HOSP00942,Metro Medical Center,6521 Main St,New York,FL,43354,332,Trauma Center,1.2,joint commission,(463) 108-5020
HOSP00943,Mercy Hospital,4596 Hill St,Houston,WA,72009,771,Rehabilitation,1.4,,(471) 401-6531
HOSP00944,Sunrise Medical,6450 Park St,Phoenix ,NY,20612,1154,Community,4.9,,(922) 733-1540
HOSP00945,City Health Clinic,5227 Hill Ave,Phoenix,AZ,56532,1060,Rehabilitation,1.1,JCI,(665) 468-3575
HOSP00946,Lakeside Health,6080 Elm Ave,,FL,27369,309,Psychiatric,1.0,,(848) 580-3084
HOSP00947,Valley View Hospital,8448 Park Ave,Houston,AZ,41334,995,General,3.1,,(657) 378-9015
HOSP00948,Mercy Hospital,6357 Lake Ave,Houston,,22663,380,Trauma Center,2.6,DNV,(465) 718-7134
HOSP00949,St. Mary Medical Center,9921 Hill Ave,Los Angeles,IL,92404,306,Specialty ,1.4,JCI,(537) 596-4877
HOSP00950,Metro Medical Center,5421 Main Ave,Phoenix,MI,51892,227,Rehabilitation,4.1,joint commission,(452) 898-9754
HOSP00951,Lakeside Health,6860 Park Ave,Chicago,NY,95069,279,,4.9,joint commission,(447) 193-5142
HOSP00952,Sunrise Medical,3568 Lake St,,WA,61129,507,Trauma Center,3.0,,(964) 708-4587
HOSP00953,City Health Clinic,5587 Lake St,Dallas,WA,65191,299,Psychiatric,1.8,DNV,(940) 115-2135
HOSP00954,Community Hospital,3456 Lake St,,TX,91584,130,General,2.6,Joint Commission,(440) 262-8930
HOSP00955,,8761 Lake St,Houston,FL,67141,954,,,,(803) 348-2586
HOSP00956,Lakeside Health,5859 Lake St,Houston,PA,91274,513,Specialty,1.7,CARF,(541) 300-6702
HOSP00957,,6164 Main Ave,Los Angeles,PA,57251,811,Psychiatric,3.7,CARF,(633) 295-8465
HOSP00958,Valley View Hospital,5135 Elm Ave,Los Angeles,PA,20346,169,Psychiatric,1.3,,(277) 506-3894
HOSP00959,St. Mary Medical Center,9928 Lake St,Houston,NJ ,48746,967,Community,3.7,Joint Commission,(420) 470-9413
HOSP00960,Metro Medical Center,5855 Park St,Chicago,NJ,48804,413,Specialty,1.3,,(909) 583-4426
HOSP00961,Community Hospital,2039 Oak Ave,Los Angeles,FL,79546,922,Trauma Center,,CARF,(720) 386-2314
HOSP00962,Mercy Hospital,7658 Elm St,Phoenix,GA,81151,164,Psychiatric,4.0,,(738) 660-1542
HOSP00963,St. Mary Medical Center,3708 Main Ave,Chicago,VA,74588,763,Community,4.6,,
