Accreditation,Address,Sum of Bed_Count,City,Hospital_ID,Hospital_Name,Hospital_Type,Phone,Sum of Rating,State,Zip_Code
None,3024 Elm Ave,1174,New York,HOSP00965,General Hospital,Psychiatric,(659) 455-3227,4.5,VA,77517
None,3059 Hill St,161,Los Angeles,HOSP00439,Mercy Hospital,Trauma Center,(948) 992-4135,1.3,TX,83072
None,3250 Hill Ave,814,Phoenix,HOSP00263,Valley View Hospital,Specialty,(877) 666-3248,3,NY,73531
None,3419 Lake Ave,958,Phoenix,HOSP00286,Unknown,Community,Unknown,1.7,OH,80061
None,3523 Elm St,1123,Chicago,HOSP00284,Lakeside Health,Community,(682) 293-3435,4.3,OH,28877
None,3534 Lake Ave,112,Chicago,HOSP00923,Lakeside Health,Specialty,(899) 213-8666,1.2,PA ,75798
None,3623 Oak St,885,Los Angeles,HOSP00785,Lakeside Health ,Unknown,Unknown,2.6,GA,70647
None,3839 Lake St,606,Chicago,HOSP00986,General Hospital,Psychiatric,(243) 751-2617,1.8,AZ,32831
None,384 Park Ave,1004,Phoenix,HOSP00700,Unknown,General,(251) 640-5963,1.1,GA,95745
None,3941 Oak Ave,280,Los Angeles,HOSP00812,Community Hospital,Psychiatric,(322) 555-6828,2.7,PA,65887
None,3985 Oak St,592,Dallas ,HOSP00200,Lakeside Health,Rehabilitation,(457) 768-5589,4,VA,92246
None,3987 Park Ave,0,New York,HOSP00038,St. Mary Medical Center,Teaching,(244) 535-5933,4.2,PA,67230
None,4065 Park Ave,255,Dallas,HOSP00111,Metro Medical Center,Community,(761) 807-2333,4.2,WA,65445
None,4112 Main St,1103,Los Angeles,HOSP00585,Community Hospital,Rehabilitation,(284) 894-6154,3.1,NC,77850
None,4172 Lake St,169,New York,HOSP00089,Lakeside Health,Rehabilitation,(399) 463-1952,2.3,TX,17445
None,4176 Oak St,720,New York,HOSP00908,Valley View Hospital ,Rehabilitation,(981) 237-8900,1.1,MI,40167
None,4251 Elm Ave,223,New York,HOSP00569,Valley View Hospital,Psychiatric,(979) 797-8528,2.9,AZ,36340
None,4327 Park Ave,1121,Los Angeles,HOSP00308,Lakeside Health,General,(893) 908-2764,4.4,WA,54493
None,4359 Oak Ave,649,Phoenix,HOSP00515,St. Mary Medical Center,General,(514) 157-5023,2.5,Unknown,75233
None,4401 Oak St,548,Phoenix,HOSP00684,Valley View Hospital,Specialty,(863) 991-4232,3.2,PA,49568
None,4484 Park St,255,Chicago,HOSP00203,Unknown,Psychiatric,(627) 389-7076,4.1,OH,30572
None,4672 Hill Ave,940,Chicago,HOSP00781,St. Mary Medical Center,Teaching ,(336) 373-4519,2.6,MA,11749
None,4694 Lake Ave,545,Chicago,HOSP00778,Unknown,Teaching,(771) 833-4832,1.3,PA,56161
None,4718 Lake St,703,Phoenix,HOSP00693,City Health Clinic,Unknown,(707) 782-8048,2.1,NY,82777
None,4816 Oak Ave,921,Chicago,HOSP00479,General Hospital,Rehabilitation,(809) 624-9495,2.3,NC,17399
None,4917 Oak St,1139,Chicago,HOSP00558,St. Mary Medical Center,Unknown,(839) 907-1976,1.1,PA,28782
None,4934 Lake Ave,1181,Dallas,HOSP00314,Unknown,Trauma Center,Unknown,2.4,IL,80451
None,4968 Lake St,409,Houston,HOSP00021,Metro Medical Center,Teaching,(777) 824-4130,4.8,PA,83226
None,4969 Main St,225,Los Angeles,HOSP00695,Unknown,Community,(829) 572-8220,2.8,FL,18287
None,497 Park Ave,495,Unknown,HOSP00752,Metro Medical Center,Specialty,(439) 246-3838,1.2,NY,80370
None,5338 Lake Ave,617,Phoenix,HOSP00880,Community Hospital,Community,(375) 752-8200,3.1,NJ,48529
None,5462 Lake Ave,1182,Los Angeles,HOSP00833,Mercy Hospital,Trauma Center,(312) 759-2135,1.5,MA,43799
None,549 Hill Ave,71,Los Angeles,HOSP00689,Sunrise Medical,Rehabilitation,(472) 817-8430,3.5,FL,88346
None,5534 Lake Ave,213,Chicago,HOSP00186,Sunrise Medical,General,(548) 620-7372,3.4,NY,88591
None,5563 Oak Ave,340,Los Angeles,HOSP00352,Valley View Hospital,Rehabilitation,(540) 983-3669,2.3,WA,48489
None,5588 Oak St,0,Unknown,HOSP00082,Mercy Hospital,Teaching,(354) 746-8025,4,MI,73703
None,5628 Oak St,413,Unknown,HOSP00250,Mercy Hospital,Teaching,(522) 637-9453,2.8,GA,29478
None,5856 Lake St,714,Dallas,HOSP00020,Mercy Hospital,Teaching,(857) 724-1407,1.1,MA,40438
None,6184 Hill Ave,337,Houston,HOSP00523,General Hospital,Psychiatric,(712) 376-9201,2,NY,40861
None,6194 Park Ave,535,Phoenix,HOSP00152,Mercy Hospital,General,(954) 258-9024,1.8,NC,10696
None,6235 Park St,1199,Dallas,HOSP00092,General Hospital,Community,(493) 925-3988,2.6,IL,25874
None,6318 Lake Ave,161,Phoenix,HOSP00706,General Hospital,Psychiatric,Unknown,3.5,NY,55894
None,6505 Park Ave,0,Los Angeles,HOSP00912,REGIONAL MEDICAL CENTER,Unknown,(453) 187-1567,1.2,MI,73378
None,6526 Oak St,927,Chicago,HOSP00223,Sunrise Medical,General,(476) 600-3026,0,MA,63239
None,6644 Oak Ave,883,New York,HOSP00047,Unknown,Specialty,(539) 781-3256,1.1,FL,15281
None,6712 Main Ave,94,Dallas,HOSP00125,Valley View Hospital,Unknown,(337) 308-3114,2,MI,12559
None,6741 Lake St,1080,Los Angeles,HOSP00759,Mercy Hospital,Rehabilitation,(374) 474-6126,1.3,PA,82050
None,6849 Oak St,382,Los Angeles,HOSP00162,Unknown,General,(358) 974-5756,2.1,AZ,38944
None,6860 Main St,245,Chicago,HOSP00232,St. Mary Medical Center,Teaching,(833) 484-2826,4.1,Unknown,80203
None,6909 Hill St,0,Houston,HOSP00620,General Hospital,Psychiatric,(561) 355-8543,1.9,VA,36034
None,694 Main St,488,Chicago,HOSP00297,REGIONAL MEDICAL CENTER,Community,(935) 598-1476,1.8,NC,73177
None,6981 Hill St,301,Unknown,HOSP00834,Lakeside Health,Psychiatric,(428) 899-4192,2.8,FL,17592
None,7031 Hill St,725,Los Angeles,HOSP00502,St. Mary Medical Center,Community,(388) 507-9899,1,GA,71027
None,7056 Park Ave,1019,Los Angeles,HOSP00389,Metro Medical Center,Trauma Center,(398) 334-4885,1.8,MA,67509
None,7087 Hill Ave,692,Houston,HOSP00115,General Hospital,Specialty,(542) 324-7496,1.8,WA,32963
None,7141 Hill Ave,1145,Dallas,HOSP00875,City Health Clinic,Unknown,(738) 925-3464,1.2,PA,11775
None,7147 Main St,1056,Houston,HOSP00189,Metro Medical Center,Psychiatric,(566) 158-9329,3.6,NJ,23449
None,720 Elm St,251,Unknown,HOSP00748,City Health Clinic,Psychiatric,(347) 462-9869,4.6,VA,66422
None,7206 Lake St,0,Houston,HOSP00418,General Hospital,Rehabilitation,(689) 400-2369,2.8,WA,0
None,7215 Park Ave,436,Phoenix,HOSP00306,Metro Medical Center,Community,(416) 567-2745,5,NY,90389
None,7234 Main St,397,Unknown,HOSP00815,Valley View Hospital,General,(746) 169-6896,3.7,Unknown,75409
None,7240 Main St,80,Houston,HOSP00651,Sunrise Medical,Community,(731) 347-4871,5,PA,35216
None,7258 Oak St,1199,Houston,HOSP00126,City Health Clinic,Psychiatric,(857) 812-4806,4.2,MI,27128
None,7414 Elm St,961,Los Angeles,HOSP00458,Metro Medical Center,Trauma Center,(269) 564-4647,2.8,TX,34882
None,7481 Hill Ave,668,New York,HOSP00241,REGIONAL MEDICAL CENTER,Community,(205) 310-2501,3.6,Unknown,80251
None,7702 Park St,446,New York,HOSP00723,Mercy Hospital,Rehabilitation,(944) 910-5774,2.2,OH,80200
None,7724 Elm St,762,New York,HOSP00080,REGIONAL MEDICAL CENTER,Specialty,(231) 779-6624,2.5,WA ,14523
None,7727 Park Ave,188,Houston,HOSP00920,General Hospital ,Unknown,(497) 442-2748,1.4,NJ,81400
None,7728 Park St,838,Phoenix,HOSP00192,REGIONAL MEDICAL CENTER,Unknown,(228) 307-4616,4.6,WA,27667
None,7739 Elm St,396,Los Angeles,HOSP00863,General Hospital,General,(702) 264-8333,2.2,NJ,18242
None,7843 Park Ave,616,New York,HOSP00076,REGIONAL MEDICAL CENTER,Trauma Center,(966) 713-7419,3.3,CA,0
None,7906 Lake St,1111,Houston,HOSP00228,Lakeside Health,Psychiatric,(221) 803-9815,3.1,OH,32754
None,7975 Park Ave,933,Houston,HOSP00359,Metro Medical Center,Trauma Center ,(588) 368-1145,1.2,GA,58656
None,802 Elm Ave,278,New York,HOSP00075,General Hospital,Trauma Center,Unknown,2.7,GA,94471
None,8039 Main Ave,634,Chicago,HOSP00386,St. Mary Medical Center,Psychiatric,(600) 226-6878,3.1,AZ,76067
None,8147 Lake St,601,New York,HOSP00519,Community Hospital,Teaching,(498) 399-3915,4.2,NJ,43807
None,8214 Hill St,673,Houston,HOSP00718,REGIONAL MEDICAL CENTER,Community,(936) 476-7403,3.3,NY,21831
None,8426 Oak St,55,Dallas,HOSP00825,REGIONAL MEDICAL CENTER,General,(646) 883-5014,4.3,IL,35435
None,8579 Park Ave,483,New York,HOSP00291,Lakeside Health,Trauma Center,(596) 322-2954,2.5,OH,93620
None,8580 Oak Ave,198,Houston,HOSP00822,Regional Medical Center ,Rehabilitation,(886) 403-1076,1.2,NJ,67259
None,8664 Main St,1001,Los Angeles,HOSP00485,Valley View Hospital ,Community,(519) 373-4462,3.9,FL,89222
None,8681 Oak St,259,Dallas,HOSP00614,Valley View Hospital,Rehabilitation,Unknown,3.9,WA,48704
None,8800 Park Ave,898,Houston,HOSP00326,City Health Clinic,Psychiatric,(406) 149-6483,1.6,NJ,88728
None,9033 Hill St,364,Phoenix,HOSP00451,Metro Medical Center,General,(669) 430-8670,2,CA,12623
None,914 Lake Ave,997,New York,HOSP00820,City Health Clinic,Rehabilitation,(687) 583-3611,1.1,IL,63345
None,9185 Lake Ave,404,Los Angeles,HOSP00257,Lakeside Health,General,(819) 656-3037,0,CA,96619
None,9240 Oak St,688,Houston,HOSP00191,Lakeside Health,General,(950) 280-5591,1.5,NJ,11182
None,9289 Oak Ave,65,Unknown,HOSP00735,General Hospital,Rehabilitation,(974) 248-7494,2,MA,73486
None,9441 Main Ave,723,Houston,HOSP00023,REGIONAL MEDICAL CENTER,Rehabilitation,(496) 870-5137,4.5,NY,29155
None,9591 Park Ave,68,Houston,HOSP00522,Sunrise Medical,Teaching,(293) 992-7294,4.1,AZ ,67528
None,9661 Lake St,650,Houston,HOSP00673,City Health Clinic,Specialty,(833) 395-2403,1.5,MA ,35592
None,9676 Elm St,491,New York,HOSP00375,Mercy Hospital,Specialty,(881) 743-8038,5,OH,53969
None,969 Main St,686,Los Angeles,HOSP00672,City Health Clinic,General,(613) 765-6030,3.4,OH,74263
None,9778 Elm St,1012,Phoenix,HOSP00113,St. Mary Medical Center ,Psychiatric,(658) 176-2218,1.8,MI,67638
None,9799 Park St,340,Chicago,HOSP00180,St. Mary Medical Center,Psychiatric,(786) 301-1236,4.7,GA,60872
None,9947 Main St,1134,New York,HOSP00707,Lakeside Health,General,(745) 428-6115,0,NY,0
None ,9615 Oak Ave,740,New York,HOSP00577,Lakeside Health,Rehabilitation,(378) 507-1549,1.2,OH,73272
Unknown,1020 Main Ave,479,Chicago,HOSP00770,Mercy Hospital,Trauma Center,(375) 699-1466,4.6,MA,67928
Unknown,1029 Hill St,862,New York,HOSP00035,St. Mary Medical Center,Community,(328) 518-2466,3.7,IL,24312
Unknown,1030 Main Ave,476,Los Angeles,HOSP00799,REGIONAL MEDICAL CENTER,General,(859) 853-3484,3.1,MA,60502
Unknown,1035 Main St,1150,Dallas,HOSP00513,City Health Clinic,Rehabilitation,(413) 662-3294,3.5,FL,81380
Unknown,1126 Park St,0,Chicago,HOSP00823,Metro Medical Center,Specialty,(559) 191-4967,3.7,NY,76535
Unknown,1132 Oak St,702,Phoenix,HOSP00512,Mercy Hospital,Rehabilitation,(362) 765-3647,4.3,MA,15863
Unknown,1138 Park Ave,1045,Unknown,HOSP00686,Community Hospital,Psychiatric,(273) 221-1785,2.5,FL,11655
Unknown,1147 Elm St,183,Houston,HOSP00655,Metro Medical Center,General,(955) 292-9568,3.6,NY,82124
Unknown,1212 Oak Ave,783,Phoenix,HOSP00477,General Hospital ,Teaching,Unknown,2.8,PA,42538
Unknown,126 Lake St,272,Chicago,HOSP00444,REGIONAL MEDICAL CENTER,General,(202) 369-6773,4.1,VA,56877
Unknown,1268 Elm Ave,931,Houston,HOSP00578,City Health Clinic,General,(394) 110-8702,1.7,FL,27194
Unknown,1297 Park St,476,Houston,HOSP00680,Sunrise Medical,Trauma Center,(559) 559-1503,1.9,VA,83643
Unknown,1317 Main St,462,Phoenix,HOSP00149,St. Mary Medical Center,Specialty,Unknown,3.6,WA,24262
Unknown,1420 Oak Ave,375,Dallas,HOSP00084,City Health Clinic,Trauma Center,(925) 295-9929,4.7,NY,39347
Unknown,1450 Main St,325,Phoenix,HOSP00579,Unknown,Community,(387) 341-9178,4.9,VA,57445
Unknown,1460 Elm Ave,346,Dallas,HOSP00037,General Hospital,General,(497) 501-8083,4.6,MA,25844
Unknown,148 Lake St,437,Los Angeles,HOSP00606,Community Hospital,Teaching,(672) 175-3337,2.5,NJ,10063
Unknown,1533 Hill St,530,Unknown,HOSP00493,Valley View Hospital,Trauma Center,(853) 979-2260,2,MA,37765
Unknown,1555 Oak Ave,879,New York,HOSP00303,Mercy Hospital,Unknown,(248) 542-6513,3.9,VA,12614
Unknown,1661 Elm Ave,663,Unknown,HOSP00366,Community Hospital,Rehabilitation,(390) 912-3423,2.1,CA,0
Unknown,1691 Park St,245,Phoenix,HOSP00641,Sunrise Medical,Trauma Center,Unknown,3.6,CA,56134
Unknown,1713 Lake St,250,Chicago,HOSP00129,General Hospital,Rehabilitation,(760) 276-7567,1.9,VA,96914
Unknown,1728 Elm Ave,1047,Phoenix,HOSP00103,REGIONAL MEDICAL CENTER,General,(286) 468-1565,2.6,WA,18885
Unknown,1820 Oak St,567,Phoenix,HOSP00500,Mercy Hospital,Trauma Center,(346) 617-4324,1.5,PA,19390
Unknown,1843 Lake Ave,224,Houston,HOSP00800,Community Hospital,General,(893) 131-6627,1.8,IL,21828
Unknown,1927 Lake Ave,1161,New York,HOSP00334,St. Mary Medical Center,Psychiatric,(279) 919-1313,1.5,Unknown,37333
Unknown,1938 Hill St,103,New York,HOSP00362,Lakeside Health,Psychiatric,(531) 252-7788,2.7,VA,40379
Unknown,1965 Hill St,1010,Los Angeles,HOSP00696,Metro Medical Center,Specialty,(312) 369-5558,2.5,MA,20329
Unknown,1992 Main Ave,261,Dallas,HOSP00258,REGIONAL MEDICAL CENTER,Psychiatric,(796) 117-9779,1.3,GA,15989
Unknown,202 Park St,83,Houston,HOSP00105,Valley View Hospital,Trauma Center,(849) 945-1877,3,NC,30548
Unknown,2040 Elm Ave,56,Chicago,HOSP00349,City Health Clinic ,Specialty,(836) 160-9923,4,MI,73864
Unknown,2113 Park Ave,0,Chicago,HOSP00531,Metro Medical Center,Community,(782) 872-1614,4.2,PA,18990
Unknown,2117 Lake Ave,0,Unknown,HOSP00445,Valley View Hospital,Trauma Center,(843) 877-5022,1.3,NY,81617
Unknown,2120 Oak Ave,251,New York,HOSP00425,Mercy Hospital,Specialty,(412) 279-1860,1.4,NC,55685
Unknown,2128 Hill St,876,New York,HOSP00848,Sunrise Medical,Rehabilitation,(516) 374-1092,4.3,NY,99837
Unknown,2155 Oak Ave,99,Dallas,HOSP00017,REGIONAL MEDICAL CENTER,Community,(719) 520-8765,2.5,AZ,31056
Unknown,2163 Elm Ave,555,Los Angeles,HOSP00862,Unknown,Unknown,(259) 297-7345,1.4,IL,81084
Unknown,2193 Elm St,158,Houston,HOSP00755,City Health Clinic,Rehabilitation,(435) 899-9267,4.6,GA,39619
Unknown,2216 Elm Ave,1186,Chicago,HOSP00269,Unknown,Psychiatric,(670) 112-7488,1.8,Unknown,51460
Unknown,2235 Hill St,734,Houston,HOSP00452,MERCY HOSPITAL ,Rehabilitation,(441) 937-4692,2.1,WA,40727
Unknown,2241 Park Ave,593,Chicago,HOSP00371,Regional Medical Center ,Teaching,(952) 504-1419,1.6,IL,52914
Unknown,2248 Elm St,249,Phoenix,HOSP00973,Lakeside Health,Community,(872) 538-6230,2.4,FL,45258
Unknown,2323 Main Ave,1070,Chicago,HOSP00432,Valley View Hospital,Trauma Center,(922) 337-4725,0,TX,45364
Unknown,2422 Lake Ave,1157,Dallas,HOSP00801,Unknown,Unknown,(942) 160-1280,2.6,IL,22175
Unknown,2433 Elm Ave,1154,Chicago,HOSP00679,REGIONAL MEDICAL CENTER,Trauma Center,(352) 294-9882,1.5,NY,51486
Unknown,2442 Main St,334,New York,HOSP00360,General Hospital,Psychiatric,(977) 706-6847,3.6,WA,81903
Unknown,251 Main St,563,New York,HOSP00221,Unknown,Trauma Center,(664) 260-7468,2.8,NY,80201
Unknown,2510 Lake St,246,Houston,HOSP00416,REGIONAL MEDICAL CENTER,Unknown,(460) 470-1670,3.4,OH,57226
Unknown,2535 Hill St,770,Phoenix,HOSP00199,REGIONAL MEDICAL CENTER,Community,(315) 784-8156,2.6,MI,44564
Unknown,2572 Park St,446,Houston,HOSP00167,General Hospital,Community,(539) 476-5230,3.3,NC,41856
Unknown,2622 Main Ave,168,Chicago,HOSP00813,City Health Clinic,Trauma Center,(963) 996-3556,2.7,GA,64122
Unknown,2648 Hill Ave,786,New York,HOSP00885,General Hospital,Psychiatric,Unknown,3,NC,78102
Unknown,2659 Lake Ave,163,Phoenix,HOSP00155,Sunrise Medical,Rehabilitation,(622) 270-2278,2.7,NC,76296
Unknown,2744 Oak Ave,662,Phoenix,HOSP00974,City Health Clinic,Community,(954) 162-6272,2.9,WA,62794
Unknown,2779 Hill St,831,Los Angeles,HOSP00462,Lakeside Health,Trauma Center,(267) 775-1169,4,AZ,35775
Unknown,2854 Hill St,866,Los Angeles,HOSP00022,Community Hospital,Psychiatric,(276) 533-3127,4.7,NJ,19645
Unknown,2908 Hill St,1116,Houston,HOSP00731,St. Mary Medical Center,Rehabilitation,(468) 642-9029,3.2,IL,45763
Unknown,2915 Main St,528,Houston,HOSP00788,REGIONAL MEDICAL CENTER,General,(808) 321-1450,2,IL,98739
Unknown,2973 Elm Ave,1027,Houston,HOSP00010,Unknown,Unknown,(360) 588-4460,1.2,IL,68869
Unknown,3143 Oak Ave,0,New York,HOSP00399,Metro Medical Center,General,(807) 168-6599,2.3,PA,83928
Unknown,3227 Elm Ave,786,Phoenix,HOSP00549,Lakeside Health,Teaching,(921) 565-9671,3,FL,58172
Unknown,3231 Lake Ave,355,Los Angeles,HOSP00438,Community Hospital,Rehabilitation,(451) 484-7914,2.6,MI,71254
Unknown,3272 Park Ave,737,Chicago,HOSP00615,City Health Clinic,Unknown,(812) 467-6327,3.5,MI,23239
Unknown,3400 Park St,760,Phoenix,HOSP00889,Valley View Hospital,Community,(692) 511-1643,2.5,GA,77989
Unknown,3555 Oak St,574,Chicago,HOSP00705,Lakeside Health,Teaching,(697) 667-5156,4.5,OH,77169
Unknown,3568 Lake St,507,Unknown,HOSP00952,Sunrise Medical,Trauma Center,(964) 708-4587,3,WA,61129
Unknown,3591 Hill St,345,Dallas,HOSP00114,Metro Medical Center,Teaching,(628) 255-9406,2.2,TX,22265
Unknown,3634 Main St,300,Dallas,HOSP00779,Valley View Hospital ,Trauma Center,(657) 684-6679,1.4,OH,91053
Unknown,3650 Park Ave,899,Phoenix,HOSP00716,Sunrise Medical,Psychiatric,(629) 672-6078,3.7,IL,26135
Unknown,3691 Park Ave,258,New York,HOSP00624,City Health Clinic,Unknown,(366) 641-3069,1.1,WA,83046
Unknown,3708 Main Ave,763,Chicago,HOSP00963,St. Mary Medical Center,Community,Unknown,4.6,VA,74588
Unknown,375 Lake Ave,971,Chicago,HOSP00985,Community Hospital ,General,(369) 207-4512,3.8,PA,62372
Unknown,375 Park St,171,Phoenix,HOSP00069,St. Mary Medical Center,Community,(305) 420-8723,4.4,GA,88198
Unknown,3832 Oak Ave,203,Phoenix,HOSP00234,Unknown,Psychiatric,(550) 894-5197,4.6,Unknown,36379
Unknown,3902 Elm Ave,845,Dallas,HOSP00631,General Hospital,Community,(924) 474-8381,1.9,PA,65529
Unknown,3929 Main Ave,285,Chicago,HOSP00245,Lakeside Health,Community,(288) 640-5976,2.4,Unknown,0
Unknown,3986 Elm St,57,Houston,HOSP00994,Valley View Hospital,General,(549) 255-3051,2.7,FL,52272
Unknown,4005 Elm St,716,New York,HOSP00330,Valley View Hospital,Specialty,(821) 421-7753,0,VA,16604
Unknown,403 Elm St,573,New York,HOSP00909,City Health Clinic,Psychiatric,(955) 402-1463,3.8,NY,94208
Unknown,4048 Oak Ave,818,Los Angeles,HOSP00897,City Health Clinic,Psychiatric,(781) 238-5121,4.9,NJ,30360
Unknown,4138 Main Ave,1014,New York,HOSP00261,General Hospital,Trauma Center,(984) 152-1174,2.8,NC,78500
Unknown,4162 Elm Ave,261,Chicago,HOSP00031,Valley View Hospital,Teaching,(316) 938-2575,3.6,GA,11964
Unknown,4290 Hill Ave,496,Los Angeles,HOSP00978,Valley View Hospital,Community,(249) 907-7303,1.2,VA,18515
Unknown,4339 Elm Ave,393,New York,HOSP00633,Community Hospital,Unknown,(934) 491-7293,2.1,MI,68980
Unknown,4364 Hill Ave,724,Los Angeles,HOSP00936,General Hospital,General,(857) 152-1931,2,GA,21428
Unknown,4366 Lake Ave,1111,Los Angeles,HOSP00589,City Health Clinic,General,(801) 128-7043,4.1,VA,93413
Unknown,4395 Lake St,670,Unknown,HOSP00338,REGIONAL MEDICAL CENTER,Teaching,(636) 366-2523,1.2,GA,91690
Unknown,4402 Main St,873,New York,HOSP00817,General Hospital,General,(510) 636-6904,1,MA,12210
Unknown,4435 Oak St,479,Unknown,HOSP00790,Community Hospital,Unknown,(727) 881-6811,2.7,PA,60307
Unknown,4515 Hill St,617,New York,HOSP00414,Valley View Hospital,Teaching,(590) 925-9597,0,WA,35066
Unknown,458 Hill Ave,185,Houston,HOSP00525,Metro Medical Center,Psychiatric,(716) 206-9952,1.3,NC,43374
Unknown,4589 Hill St,828,Chicago,HOSP00906,Metro Medical Center,Psychiatric,(860) 217-1383,4.1,GA,98245
Unknown,4596 Hill St,771,Houston,HOSP00943,Mercy Hospital,Rehabilitation,(471) 401-6531,1.4,WA,72009
Unknown,4660 Lake Ave,1060,Houston,HOSP00077,Metro Medical Center,Rehabilitation,Unknown,5,NJ,73294
Unknown,4700 Hill Ave,393,New York,HOSP00688,REGIONAL MEDICAL CENTER,Community,(972) 616-9921,3,CA,71870
Unknown,474 Hill St,449,New York,HOSP00489,St. Mary Medical Center,General,(623) 817-7735,1,NC,61047
Unknown,4788 Elm Ave,697,Unknown,HOSP00806,Sunrise Medical,General,(242) 854-7283,3.1,IL,10234
Unknown,4791 Main Ave,288,New York,HOSP00756,Metro Medical Center,Psychiatric,(391) 394-1068,2.2,Unknown,92712
Unknown,4817 Oak St,839,Houston,HOSP00904,Metro Medical Center,Teaching,(399) 657-2806,2.5,MI,34987
Unknown,4823 Elm St,977,Unknown,HOSP00247,Unknown,Rehabilitation,(941) 768-1793,3,MI,35184
Unknown,4824 Oak Ave,100,New York,HOSP00794,Metro Medical Center,Rehabilitation,(455) 340-1049,4.8,NC,23201
Unknown,4869 Elm Ave,691,Unknown,HOSP00145,Unknown,General,(667) 485-5548,1.8,Unknown,53573
Unknown,4906 Main Ave,542,Chicago,HOSP00501,Mercy Hospital,Unknown,(237) 827-4247,1.4,CA,32737
Unknown,5000 Oak Ave,800,Chicago,HOSP00768,Valley View Hospital,General,(721) 264-1164,4.6,MA,69492
Unknown,5003 Oak Ave,560,Chicago,HOSP00302,Valley View Hospital,Teaching,(600) 437-9694,4.4,PA,27016
Unknown,5049 Park St,865,Phoenix,HOSP00357,St. Mary Medical Center,Community,(218) 727-2580,3.8,NJ,64384
Unknown,5076 Hill St,1153,New York,HOSP00407,General Hospital ,Trauma Center,(315) 389-6595,1.7,Unknown,87259
Unknown,512 Main Ave,786,Dallas,HOSP00930,Mercy Hospital,Psychiatric,(644) 343-4322,3.4,AZ,97453
Unknown,5135 Elm Ave,169,Los Angeles,HOSP00958,Valley View Hospital,Psychiatric,(277) 506-3894,1.3,PA,20346
Unknown,5158 Main St,526,Chicago,HOSP00717,General Hospital,Community,(253) 432-4422,2.5,VA,74787
Unknown,5187 Lake St,434,Los Angeles,HOSP00849,Mercy Hospital,General,(788) 737-7139,2.4,VA,82213
Unknown,5258 Main St,201,Chicago,HOSP00924,REGIONAL MEDICAL CENTER,Unknown,(868) 696-9851,2.8,CA,20819
Unknown,5285 Main Ave,1038,Phoenix,HOSP00144,Lakeside Health,General,(225) 705-2117,0,IL,13866
Unknown,5333 Elm Ave,162,Los Angeles,HOSP00828,Sunrise Medical,Psychiatric,(461) 461-9694,3.7,NJ,68702
Unknown,5336 Lake Ave,416,Phoenix,HOSP00853,Metro Medical Center,Rehabilitation,Unknown,3.5,CA,11637
Unknown,5336 Park St,372,Los Angeles,HOSP00055,Lakeside Health,Teaching,(293) 301-3402,1.8,GA,69077
Unknown,5406 Hill St,818,Houston,HOSP00243,Lakeside Health,Rehabilitation,(564) 297-2353,4.2,Unknown,43832
Unknown,5409 Park Ave,82,Dallas,HOSP00358,Mercy Hospital,Community,(864) 664-7870,4.7,MA,34844
Unknown,545 Main St,1025,Chicago,HOSP00765,General Hospital,Unknown,(637) 172-4965,1.8,IL,18122
Unknown,5479 Oak St,789,Los Angeles,HOSP00351,Valley View Hospital,Unknown,(365) 353-3589,2.5,NY,68144
Unknown,5614 Lake Ave,206,Los Angeles,HOSP00052,Metro Medical Center,General,(824) 277-5213,4.3,AZ,28908
Unknown,5621 Hill St,79,Dallas,HOSP00714,Valley View Hospital,Trauma Center,(595) 112-4460,1.2,WA,92783
Unknown,5735 Main St,317,Houston,HOSP00380,General Hospital,Trauma Center,(939) 656-4660,3.6,IL,23497
Unknown,5780 Elm St,275,Dallas,HOSP00099,Community Hospital,Teaching,Unknown,1.8,GA,76260
Unknown,5789 Lake St,308,Chicago,HOSP00940,St. Mary Medical Center,Teaching,(906) 259-9895,4.6,Unknown,0
Unknown,5855 Park St,413,Chicago,HOSP00960,Metro Medical Center,Specialty,(909) 583-4426,1.3,NJ,48804
Unknown,5859 Elm St,911,Phoenix,HOSP00160,General Hospital,Specialty,(930) 716-4617,3.3,MA,60738
Unknown,5907 Oak St,796,Chicago,HOSP00391,Community Hospital,Community,(261) 834-8321,4.2,AZ,51003
Unknown,6058 Park Ave,160,Los Angeles,HOSP00150,St. Mary Medical Center,Teaching,(380) 744-6918,3.2,Unknown,32394
Unknown,6080 Elm Ave,309,Unknown,HOSP00946,Lakeside Health,Psychiatric,(848) 580-3084,1,FL,27369
Unknown,6114 Elm Ave,389,Chicago,HOSP00177,Community Hospital,Community,(879) 340-4873,1.3,IL,98060
Unknown,6146 Hill St,668,Phoenix,HOSP00372,Sunrise Medical,Rehabilitation,(588) 265-6808,2.6,VA,47529
Unknown,6223 Elm Ave,0,Houston,HOSP00496,Valley View Hospital,Psychiatric,(432) 204-9802,2.4,WA,62578
Unknown,6240 Park St,776,Phoenix,HOSP00198,REGIONAL MEDICAL CENTER,Psychiatric,(645) 481-1214,0,WA,23652
Unknown,6257 Hill Ave,0,Chicago,HOSP00383,Sunrise Medical,Psychiatric,(473) 416-8619,4.5,NJ,98099
Unknown,6290 Elm St,748,Phoenix,HOSP00379,Valley View Hospital,Trauma Center,(433) 151-4184,2.6,Unknown,50248
Unknown,6291 Oak St,774,Houston,HOSP00677,Mercy Hospital,Specialty,(426) 665-7796,3.6,NJ,63188
